substantiated,mos_age_incident,Officer_Female,Officer_Male,Officer_American Indian,Officer_Asian,Officer_Black,Officer_Hispanic,Officer_White,Captain,Deputy Inspector,Detective,Inspector,Lieutenant,Police Officer,Sergeant,processing_days,Abuse of Authority,Discourtesy,Force,Offensive Language,complainant_age_incident,complainant_Female,complainant_Gender non-conforming,complainant_Male,complainant_Not described,complainant_Transman (FTM),complainant_Transwoman (MTF),complainant_American Indian,complainant_Asian,complainant_Black,complainant_Hispanic,complainant_Other Race,complainant_Refused,complainant_Unknown,complainant_White
0,30,0,1,0,0,0,1,0,0,0,0,0,0,1,0,153,0,0,1,0,35.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,32,0,1,0,0,0,1,0,0,0,0,0,0,1,0,366,1,0,0,0,29.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,26,0,1,0,0,0,1,0,0,0,0,0,0,1,0,638,0,0,1,0,22.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,27,0,1,0,0,0,1,0,0,0,0,0,0,1,0,396,0,0,1,0,36.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,27,0,1,0,0,0,1,0,0,0,0,0,0,1,0,396,0,0,1,0,36.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,29,0,1,0,0,0,1,0,0,0,0,0,0,1,0,487,0,0,1,0,35.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,32,0,1,0,0,0,1,0,0,0,0,0,0,1,0,275,0,0,1,0,23.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,32,0,1,0,0,0,1,0,0,0,0,0,0,1,0,275,1,0,0,0,23.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,32,0,1,0,0,0,1,0,0,0,0,0,0,1,0,275,1,0,0,0,23.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,244,0,0,1,0,32.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,244,1,0,0,0,32.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,244,0,0,1,0,32.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,28,0,1,0,0,0,0,1,0,0,0,0,0,1,0,92,1,0,0,0,39.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,457,0,0,1,0,28.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,334,1,0,0,0,30.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,334,1,0,0,0,30.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,26,0,1,0,0,0,0,1,0,0,0,0,0,1,0,304,0,0,1,0,62.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,31,0,1,0,0,0,0,1,0,0,1,0,0,0,0,334,1,0,0,0,56.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,31,0,1,0,0,0,0,1,0,0,1,0,0,0,0,334,1,0,0,0,56.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,26,0,1,0,0,0,0,1,0,0,0,0,0,1,0,304,0,0,1,0,50.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,38,0,1,0,0,0,0,1,0,0,0,0,0,0,1,153,1,0,0,0,44.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,33,0,1,0,0,0,0,1,0,0,0,0,0,1,0,153,1,0,0,0,29.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,458,0,0,1,0,24.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,151,1,0,0,0,68.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,151,0,0,0,1,68.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,215,1,0,0,0,40.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,215,1,0,0,0,40.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,38,0,1,0,0,1,0,0,0,0,0,0,0,1,0,396,0,0,1,0,35.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,38,0,1,0,0,1,0,0,0,0,0,0,0,1,0,488,1,0,0,0,25.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,38,0,1,0,0,1,0,0,0,0,0,0,0,1,0,488,0,0,1,0,25.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,41,0,1,0,0,1,0,0,0,0,0,0,0,1,0,121,1,0,0,0,46.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,50,0,1,0,0,1,0,0,0,0,1,0,0,0,0,153,0,0,1,0,22.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,35,0,1,0,0,0,0,1,0,0,0,0,0,0,1,123,1,0,0,0,31.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,486,1,0,0,0,29.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,273,0,0,1,0,22.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,26,0,1,0,0,0,0,1,0,0,0,0,0,1,0,214,1,0,0,0,27.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,26,0,1,0,0,0,0,1,0,0,0,0,0,1,0,337,0,1,0,0,27.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,26,0,1,0,0,0,0,1,0,0,0,0,0,1,0,337,0,0,1,0,27.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,26,0,1,0,0,0,0,1,0,0,0,0,0,1,0,337,1,0,0,0,27.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,26,0,1,0,0,0,0,1,0,0,0,0,0,1,0,337,1,0,0,0,27.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,30,0,1,0,0,0,0,1,0,0,0,0,0,1,0,550,0,0,1,0,38.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,33,0,1,0,0,0,0,1,0,0,1,0,0,0,0,273,1,0,0,0,51.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,26,0,1,0,0,0,1,0,0,0,0,0,0,1,0,121,1,0,0,0,26.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,27,0,1,0,0,0,1,0,0,0,0,0,0,1,0,183,1,0,0,0,35.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,27,0,1,0,0,0,1,0,0,0,0,0,0,1,0,184,1,0,0,0,39.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,27,0,1,0,0,0,1,0,0,0,0,0,0,1,0,184,1,0,0,0,39.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,27,0,1,0,0,0,1,0,0,0,0,0,0,1,0,184,0,0,1,0,39.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,32,0,1,0,0,0,1,0,0,0,0,0,0,1,0,366,1,0,0,0,22.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,32,0,1,0,0,0,1,0,0,0,0,0,0,1,0,549,1,0,0,0,48.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,36,1,0,0,0,1,0,0,0,0,0,0,0,1,0,122,0,1,0,0,44.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,36,1,0,0,0,1,0,0,0,0,0,0,0,1,0,426,1,0,0,0,30.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,36,1,0,0,0,1,0,0,0,0,0,0,0,1,0,426,1,0,0,0,30.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,34,0,1,0,0,1,0,0,0,0,1,0,0,0,0,366,1,0,0,0,32.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,34,0,1,0,0,1,0,0,0,0,1,0,0,0,0,366,1,0,0,0,32.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,34,0,1,0,0,1,0,0,0,0,1,0,0,0,0,366,1,0,0,0,32.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,273,0,1,0,0,34.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,33,0,1,0,0,1,0,0,0,0,0,0,0,1,0,122,1,0,0,0,40.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,33,0,1,0,0,1,0,0,0,0,0,0,0,1,0,122,1,0,0,0,40.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,26,0,1,0,0,0,0,1,0,0,0,0,0,1,0,792,0,0,1,0,27.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,26,0,1,0,0,0,0,1,0,0,0,0,0,1,0,792,1,0,0,0,27.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,26,0,1,0,0,0,0,1,0,0,0,0,0,1,0,489,1,0,0,0,27.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,31,0,1,0,0,0,0,1,0,0,1,0,0,0,0,335,0,1,0,0,46.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,31,0,1,0,0,0,0,1,0,0,1,0,0,0,0,335,1,0,0,0,46.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,34,0,1,0,0,0,0,1,0,0,1,0,0,0,0,334,1,0,0,0,58.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,34,0,1,0,0,0,0,1,0,0,1,0,0,0,0,334,1,0,0,0,43.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,34,0,1,0,0,0,0,1,0,0,1,0,0,0,0,334,1,0,0,0,43.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,34,0,1,0,0,0,0,1,0,0,1,0,0,0,0,334,0,1,0,0,43.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,34,0,1,0,0,0,0,1,0,0,1,0,0,0,0,334,1,0,0,0,43.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,34,0,1,0,0,0,0,1,0,0,1,0,0,0,0,334,1,0,0,0,43.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,34,0,1,0,0,0,0,1,0,0,1,0,0,0,0,334,0,0,1,0,43.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,34,0,1,0,0,0,0,1,0,0,1,0,0,0,0,334,1,0,0,0,43.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,37,0,1,0,0,0,0,1,0,0,1,0,0,0,0,488,1,0,0,0,37.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,37,0,1,0,0,0,0,1,0,0,1,0,0,0,0,488,0,0,1,0,37.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,31,0,1,0,0,0,0,1,0,0,1,0,0,0,0,335,1,0,0,0,46.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,39,0,1,0,0,0,0,1,0,0,0,0,0,0,1,334,1,0,0,0,19.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,39,0,1,0,0,0,0,1,0,0,0,0,0,0,1,365,1,0,0,0,47.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,39,0,1,0,0,0,0,1,0,0,0,0,0,0,1,365,1,0,0,0,47.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,39,0,1,0,0,0,0,1,0,0,0,0,0,0,1,454,1,0,0,0,33.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,40,0,1,0,0,0,0,1,0,0,0,0,0,0,1,181,1,0,0,0,28.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,41,0,1,0,0,0,0,1,0,0,0,0,0,0,1,550,1,0,0,0,44.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,41,0,1,0,0,0,0,1,0,0,0,0,0,0,1,274,1,0,0,0,44.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,41,0,1,0,0,0,0,1,0,0,0,0,0,0,1,274,0,0,1,0,44.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,50,0,1,0,0,0,0,1,0,0,0,0,1,0,0,151,1,0,0,0,32.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,50,0,1,0,0,0,0,1,0,0,0,0,1,0,0,151,1,0,0,0,32.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,41,0,1,0,0,0,0,1,0,0,0,0,0,0,1,274,1,0,0,0,44.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,39,0,1,0,0,1,0,0,0,0,1,0,0,0,0,365,1,0,0,0,24.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,41,0,1,0,0,1,0,0,0,0,1,0,0,0,0,457,1,0,0,0,19.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,41,0,1,0,0,1,0,0,0,0,1,0,0,0,0,457,1,0,0,0,19.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,48,0,1,0,0,1,0,0,0,0,1,0,0,0,0,486,0,0,1,0,32.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,39,0,1,0,0,1,0,0,0,0,1,0,0,0,0,365,1,0,0,0,24.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,28,0,1,0,0,1,0,0,0,0,0,0,0,1,0,184,0,0,1,0,41.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,516,0,0,1,0,25.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,516,0,1,0,0,23.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,31,0,1,0,0,1,0,0,0,0,0,0,0,1,0,245,0,0,1,0,18.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,32,0,1,0,0,1,0,0,0,0,0,0,0,1,0,334,0,0,1,0,51.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,36,0,1,0,0,1,0,0,0,0,1,0,0,0,0,304,1,0,0,0,20.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,36,0,1,0,0,1,0,0,0,0,1,0,0,0,0,304,1,0,0,0,20.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,37,0,1,0,0,1,0,0,0,0,1,0,0,0,0,153,0,0,1,0,23.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,37,0,1,0,0,1,0,0,0,0,1,0,0,0,0,123,1,0,0,0,45.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,37,0,1,0,0,1,0,0,0,0,1,0,0,0,0,123,1,0,0,0,33.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,37,0,1,0,0,1,0,0,0,0,1,0,0,0,0,152,1,0,0,0,32.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,37,0,1,0,0,1,0,0,0,0,1,0,0,0,0,152,1,0,0,0,32.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,37,0,1,0,0,1,0,0,0,0,1,0,0,0,0,152,1,0,0,0,32.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,31,0,1,0,0,1,0,0,0,0,0,0,0,1,0,245,1,0,0,0,21.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,37,0,1,0,0,1,0,0,0,0,1,0,0,0,0,152,1,0,0,0,32.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,184,1,0,0,0,26.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,184,1,0,0,0,28.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,184,1,0,0,0,26.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,184,0,1,0,0,26.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,184,1,0,0,0,26.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,184,1,0,0,0,26.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,184,1,0,0,0,26.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,32,0,1,0,0,1,0,0,0,0,1,0,0,0,0,486,0,0,1,0,32.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,31,1,0,0,0,0,0,1,0,0,1,0,0,0,0,457,1,0,0,0,21.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,31,1,0,0,0,0,0,1,0,0,1,0,0,0,0,457,0,1,0,0,21.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,31,1,0,0,0,0,0,1,0,0,1,0,0,0,0,457,1,0,0,0,21.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,33,1,0,0,0,0,0,1,0,0,1,0,0,0,0,488,0,1,0,0,35.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,28,0,1,0,0,1,0,0,0,0,0,0,0,1,0,153,0,0,1,0,50.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,37,0,1,0,0,1,0,0,0,0,0,0,0,1,0,122,1,0,0,0,22.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,37,0,1,0,0,1,0,0,0,0,0,0,0,1,0,122,1,0,0,0,22.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,38,0,1,0,0,1,0,0,0,0,0,0,0,1,0,152,1,0,0,0,21.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,38,0,1,0,0,1,0,0,0,0,0,0,0,1,0,152,1,0,0,0,21.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,24,0,1,0,0,0,0,1,0,0,0,0,0,1,0,184,0,1,0,0,35.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,31,0,1,0,0,0,0,1,0,0,1,0,0,0,0,365,1,0,0,0,48.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,31,0,1,0,0,0,0,1,0,0,1,0,0,0,0,365,1,0,0,0,48.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,31,0,1,0,0,0,0,1,0,0,1,0,0,0,0,365,1,0,0,0,48.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,31,0,1,0,0,0,0,1,0,0,1,0,0,0,0,365,1,0,0,0,48.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,30,0,1,0,0,0,1,0,0,0,0,0,0,1,0,425,1,0,0,0,33.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,23,0,1,0,0,1,0,0,0,0,0,0,0,1,0,519,1,0,0,0,45.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,23,0,1,0,0,1,0,0,0,0,0,0,0,1,0,519,1,0,0,0,45.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,26,0,1,0,0,1,0,0,0,0,0,0,0,1,0,334,0,0,1,0,47.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,28,0,1,0,0,1,0,0,0,0,0,0,0,1,0,549,1,0,0,0,21.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,28,0,1,0,0,1,0,0,0,0,0,0,0,1,0,549,0,1,0,0,21.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,28,0,1,0,0,1,0,0,0,0,0,0,0,1,0,549,1,0,0,0,21.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,28,0,1,0,0,1,0,0,0,0,0,0,0,1,0,549,1,0,0,0,21.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,29,0,1,0,0,1,0,0,0,0,0,0,0,1,0,487,1,0,0,0,36.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,29,0,1,0,0,1,0,0,0,0,0,0,0,1,0,487,0,1,0,0,36.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,426,1,0,0,0,40.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,365,1,0,0,0,20.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,365,0,0,1,0,20.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,365,1,0,0,0,20.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,365,1,0,0,0,20.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,365,0,1,0,0,20.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,31,0,1,0,0,1,0,0,0,0,0,0,0,1,0,123,0,1,0,0,30.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,23,0,1,0,0,1,0,0,0,0,0,0,0,1,0,519,1,0,0,0,45.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,365,0,0,1,0,20.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,31,0,1,0,0,1,0,0,0,0,0,0,0,1,0,123,1,0,0,0,30.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,34,0,1,0,0,0,0,1,0,0,0,0,0,0,1,365,1,0,0,0,23.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,38,0,1,0,0,0,0,1,0,0,0,0,0,0,1,334,1,0,0,0,44.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,38,0,1,0,0,0,0,1,0,0,0,0,0,0,1,365,1,0,0,0,48.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,38,0,1,0,0,0,0,1,0,0,0,0,0,0,1,365,1,0,0,0,48.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,25,0,1,0,1,0,0,0,0,0,0,0,0,1,0,517,1,0,0,0,33.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,25,0,1,0,1,0,0,0,0,0,0,0,0,1,0,517,1,0,0,0,33.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,43,0,1,0,0,1,0,0,0,0,0,0,0,1,0,184,1,0,0,0,40.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,30,0,1,0,0,0,1,0,0,0,0,0,0,1,0,547,0,0,1,0,30.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,42,0,1,0,0,0,1,0,0,0,1,0,0,0,0,153,1,0,0,0,54.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,42,0,1,0,0,0,1,0,0,0,1,0,0,0,0,153,1,0,0,0,54.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,22,0,1,0,0,1,0,0,0,0,0,0,0,1,0,184,1,0,0,0,24.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,23,0,1,0,0,1,0,0,0,0,0,0,0,1,0,365,1,0,0,0,20.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,23,0,1,0,0,1,0,0,0,0,0,0,0,1,0,365,0,0,1,0,20.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,24,0,1,0,0,1,0,0,0,0,0,0,0,1,0,395,0,1,0,0,24.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,24,0,1,0,0,1,0,0,0,0,0,0,0,1,0,489,1,0,0,0,28.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,24,0,1,0,0,1,0,0,0,0,0,0,0,1,0,489,1,0,0,0,28.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,24,0,1,0,0,1,0,0,0,0,0,0,0,1,0,489,1,0,0,0,28.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,24,0,1,0,0,1,0,0,0,0,0,0,0,1,0,489,0,1,0,0,28.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,27,0,1,0,0,1,0,0,0,0,0,0,0,1,0,396,1,0,0,0,43.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,27,0,1,0,0,1,0,0,0,0,0,0,0,1,0,396,1,0,0,0,43.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,33,0,1,0,0,1,0,0,0,0,0,0,0,1,0,121,1,0,0,0,39.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,33,0,1,0,0,1,0,0,0,0,0,0,0,1,0,121,1,0,0,0,47.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,30,0,1,0,0,1,0,0,0,0,1,0,0,0,0,487,1,0,0,0,30.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,30,0,1,0,0,1,0,0,0,0,1,0,0,0,0,487,1,0,0,0,30.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,35,0,1,0,0,1,0,0,0,0,1,0,0,0,0,334,1,0,0,0,43.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,35,0,1,0,0,1,0,0,0,0,1,0,0,0,0,334,0,0,1,0,43.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,35,0,1,0,0,1,0,0,0,0,1,0,0,0,0,334,1,0,0,0,43.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,35,0,1,0,0,1,0,0,0,0,1,0,0,0,0,334,0,1,0,0,43.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,26,0,1,0,0,0,1,0,0,0,0,0,0,1,0,609,0,0,1,0,35.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,27,0,1,0,0,0,1,0,0,0,0,0,0,1,0,487,1,0,0,0,53.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,29,0,1,0,0,0,1,0,0,0,0,0,0,1,0,519,1,0,0,0,44.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,29,0,1,0,0,0,1,0,0,0,0,0,0,1,0,519,1,0,0,0,44.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,29,0,1,0,0,0,1,0,0,0,0,0,0,1,0,578,1,0,0,0,19.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,24,0,1,0,0,0,0,1,0,0,0,0,0,1,0,122,1,0,0,0,43.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,151,1,0,0,0,36.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,32,0,1,0,0,0,0,1,0,0,0,0,0,0,1,396,1,0,0,0,26.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,28,0,1,0,0,0,0,1,0,0,0,0,0,1,0,244,0,0,1,0,37.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,35,0,1,0,0,0,0,1,0,0,0,0,0,0,1,581,0,0,1,0,26.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
